county_fips,Population 2020
55000,"5,893,718"
55001,"20,654"
55003,"16,027"
55005,"46,711"
55007,"16,220"
55009,"268,740"
55011,"13,317"
55013,"16,526"
55015,"52,442"
55017,"66,297"
55019,"34,659"
55021,"58,490"
55023,"16,113"
55025,"561,504"
55027,"89,396"
55029,"30,066"
55031,"44,295"
55033,"45,440"
55035,"105,710"
55037,"4,558"
55039,"104,154"
55041,"9,179"
55043,"51,938"
55045,"37,093"
55047,"19,018"
55049,"23,709"
55051,"6,137"
55053,"21,145"
55055,"84,900"
55057,"26,718"
55059,"169,151"
55061,"20,563"
55063,"120,784"
55065,"16,611"
55067,"19,491"
55069,"28,415"
55071,"81,359"
55073,"138,013"
55075,"41,872"
55077,"15,592"
55078,"4,255"
55079,"939,489"
55081,"46,274"
55083,"38,965"
55085,"37,845"
55087,"190,705"
55089,"91,503"
55091,"7,318"
55093,"42,212"
55095,"44,977"
55097,"70,377"
55099,"14,054"
55101,"197,727"
55103,"17,304"
55105,"163,687"
55107,"14,188"
55109,"93,536"
55111,"65,763"
55113,"18,074"
55115,"40,881"
55117,"118,034"
55119,"19,913"
55121,"30,760"
55123,"30,714"
55125,"23,047"
55127,"106,478"
55129,"16,623"
55131,"136,761"
55133,"406,978"
55135,"51,812"
55137,"24,520"
55139,"171,730"
55141,"74,207"
56000,"576,851"
56001,"37,066"
56003,"11,521"
56005,"47,026"
56007,"14,537"
56009,"13,751"
56011,"7,181"
56013,"39,234"
56015,"12,498"
56017,"4,621"
56019,"8,447"
56021,"100,512"
56023,"19,581"
56025,"79,955"
56027,"2,467"
56029,"29,624"
56031,"8,605"
56033,"30,921"
56035,"8,728"
56037,"42,272"
56039,"23,331"
56041,"20,450"
56043,"7,685"
56045,"6,838"
