county_fips,Population 2020
29061,"8,430"
29063,"11,029"
29065,"14,421"
29067,"11,578"
29069,"28,283"
29071,"104,682"
29073,"14,794"
29075,"6,162"
29077,"298,915"
29079,"9,808"
29081,"8,157"
29083,"21,946"
29085,"8,279"
29087,"4,223"
29089,"10,151"
29091,"39,750"
29093,"9,537"
29095,"717,204"
29097,"122,761"
29099,"226,739"
29101,"54,013"
29103,"3,744"
29105,"36,039"
29107,"32,984"
29109,"38,001"
29111,"10,032"
29113,"59,574"
29115,"11,874"
29117,"14,557"
29119,"23,303"
29121,"15,209"
29123,"12,626"
29125,"8,432"
29127,"28,525"
29129,"3,538"
29131,"24,722"
29133,"12,577"
29135,"15,473"
29137,"8,666"
29139,"11,322"
29141,"21,006"
29143,"16,434"
29145,"58,648"
29147,"21,241"
29149,"8,635"
29151,"13,274"
29153,"8,553"
29155,"15,661"
29157,"18,956"
29159,"42,980"
29161,"44,638"
29163,"17,587"
29165,"106,718"
29167,"31,519"
29169,"53,955"
29171,"4,681"
29173,"10,355"
29175,"24,716"
29177,"23,158"
29179,"6,096"
29181,"10,679"
29183,"405,262"
29185,"9,284"
29186,"18,479"
29187,"66,922"
29189,"1,004,125"
29195,"23,333"
29197,"4,032"
29199,"4,716"
29201,"38,059"
29203,"7,031"
29205,"6,103"
29207,"28,672"
29209,"31,076"
29211,"5,999"
29213,"56,066"
29215,"24,487"
29217,"19,707"
29219,"35,532"
29221,"23,514"
29223,"10,974"
29225,"39,085"
29227,"1,973"
29229,"18,188"
29510,"301,578"
30000,"1,084,225"
30001,"9,371"
30003,"13,124"
30005,"7,044"
30007,"6,774"
30009,"10,473"
30011,"1,415"
30013,"84,414"
30015,"5,895"
30017,"11,867"
30019,"1,661"
30021,"8,940"
30023,"9,421"
30025,"3,049"
30027,"11,446"
30029,"104,357"
30031,"118,960"
30033,"1,173"
30035,"13,778"
30037,823
30039,"3,309"
30041,"16,309"
30043,"12,085"
30045,"2,023"
30047,"31,134"
30049,"70,973"
30051,"1,959"
30053,"19,677"
30055,"1,729"
30057,"8,623"
30059,"1,927"
30061,"4,535"
30063,"117,922"
30065,"4,730"
30067,"17,191"
30069,496
30071,"4,217"
30073,"5,898"
30075,"1,694"
30077,"6,946"
30079,"1,088"
30081,"44,174"
30083,"11,491"
30085,"10,794"
30087,"8,329"
30089,"12,400"
30091,"3,539"
30093,"35,133"
30095,"8,963"
30097,"3,678"
30099,"6,226"
30101,"4,971"
30103,762
30105,"7,578"
30107,"2,069"
30109,937
30111,"164,731"
31000,"1,961,504"
31001,"31,205"
31003,"6,295"
31005,434
31007,674
31009,431
31011,"5,379"
31013,"10,842"
31015,"1,810"
31017,"2,903"
31019,"50,084"
31021,"6,722"
31023,"8,369"
31025,"26,598"
31027,"8,380"
31029,"3,893"
31031,"5,455"
31033,"9,468"
31035,"6,104"
31037,"10,582"
31039,"9,013"
31041,"10,545"
31043,"21,582"
31045,"8,199"
31047,"24,111"
31049,"1,838"
31051,"5,606"
31053,"37,167"
31055,"584,526"
31057,"1,654"
31059,"5,551"
31061,"2,889"
31063,"2,519"
31065,"4,636"
31067,"21,704"
31069,"1,874"
31071,"1,813"
31073,"1,893"
31075,611
31077,"2,188"
31079,"62,895"
31081,"9,429"
31083,"3,073"
31085,856
31087,"2,616"
31089,"10,127"
31091,711
31093,"6,475"
31095,"7,240"
31097,"5,290"
31099,"6,688"
31101,"8,335"
31103,769
31105,"3,434"
31107,"8,391"
31109,"322,608"
31111,"34,676"
31113,716
31115,607
31117,399
31119,"35,585"
31121,"7,668"
31123,"4,555"
31125,"3,380"
31127,"7,074"
31129,"4,095"
31131,"15,912"
31133,"2,544"
31135,"2,858"
31137,"8,968"
31139,"7,317"
31141,"34,296"
31143,"5,214"
31145,"10,702"
31147,"7,871"
31149,"1,262"
31151,"14,292"
31153,"190,604"
31155,"22,278"
31157,"36,084"
31159,"17,609"
31161,"5,127"
31163,"2,959"
31165,"1,135"
31167,"5,842"
31169,"5,034"
31171,669
31173,"6,773"
31175,"4,059"
31177,"20,865"
31179,"9,697"
31181,"3,395"
31183,774
31185,"14,125"
32000,"3,104,614"
32001,"25,516"
32003,"2,265,461"
32005,"49,488"
32007,"53,702"
32009,729
32011,"1,855"
32013,"17,285"
32015,"5,734"
32017,"4,499"
32019,"59,235"
32021,"4,554"
32023,"51,591"
32027,"6,650"
32029,"4,104"
32031,"486,492"
32033,"9,080"
32510,"58,639"
33000,"1,377,529"
33001,"63,705"
33003,"50,107"
33005,"76,458"
33007,"31,268"
33009,"91,118"
33011,"422,937"
33013,"153,808"
33015,"314,176"
33017,"130,889"
33019,"43,063"
34000,"9,288,994"
34001,"274,534"
34003,"955,732"
34005,"461,860"
34007,"523,485"
34009,"95,263"
34011,"154,152"
34013,"863,728"
34015,"302,294"
34017,"724,854"
34019,"128,947"
34021,"387,340"
34023,"863,162"
34025,"643,615"
34027,"509,285"
34029,"637,229"
34031,"524,118"
34033,"64,837"
34035,"345,361"
34037,"144,221"
34039,"575,345"
34041,"109,632"
35000,"2,117,522"
35001,"676,444"
35003,"3,579"
35005,"65,157"
35006,"27,172"
35007,"12,387"
35009,"48,430"
35011,"1,698"
35013,"219,561"
35015,"62,314"
35017,"28,185"
35019,"4,452"
35021,657
35023,"4,178"
35025,"74,455"
35027,"20,269"
35028,"19,419"
35029,"25,427"
35031,"72,902"
35033,"4,189"
35035,"67,839"
35037,"8,746"
35039,"40,363"
35041,"19,191"
35043,"148,834"
35045,"121,661"
35047,"27,201"
35049,"154,823"
35051,"11,576"
35053,"16,595"
35055,"34,489"
35057,"15,045"
35059,"4,079"
35061,"76,205"
36000,"20,201,249"
36001,"314,848"
36003,"46,456"
36005,"1,472,654"
36007,"198,683"
36009,"77,042"
36011,"76,248"
36013,"127,657"
36015,"84,148"
36017,"47,220"
36019,"79,843"
36021,"61,570"
36023,"46,809"
36025,"44,308"
36027,"295,911"
36029,"954,236"
36031,"37,381"
36033,"47,555"
36035,"53,324"
36037,"58,388"
36039,"47,931"
36041,"5,107"
36043,"60,139"
36045,"116,721"
36047,"2,736,074"
36049,"26,582"
36051,"61,834"
36053,"68,016"
36055,"759,443"
36057,"49,532"
36059,"1,395,774"
36061,"1,694,251"
36063,"212,666"
36065,"232,125"
36067,"476,516"
36069,"112,458"
36071,"401,310"
36073,"40,343"
36075,"117,525"
36077,"58,524"
36079,"97,668"
36081,"2,405,464"
36083,"161,130"
36085,"495,747"
36087,"338,329"
36089,"108,505"
36091,"235,509"
36093,"158,061"
36095,"29,714"
36097,"17,898"
36099,"33,814"
36101,"93,584"
36103,"1,525,920"
36105,"78,624"
36107,"48,455"
36109,"105,740"
36111,"181,851"
36113,"65,737"
36115,"61,302"
36117,"91,283"
36119,"1,004,457"
36121,"40,531"
36123,"24,774"
37000,"10,439,388"
37001,"171,415"
37003,"36,444"
37005,"10,888"
37007,"22,055"
37009,"26,577"
37011,"17,806"
37013,"44,652"
37015,"17,934"
37017,"29,606"
37019,"136,693"
37021,"269,452"
37023,"87,570"
37025,"225,804"
37027,"80,652"
37029,"10,355"
37031,"67,686"
37033,"22,736"
37035,"160,610"
37037,"76,285"
37039,"28,774"
37041,"13,708"
37043,"11,089"
37045,"99,519"
37047,"50,623"
37049,"100,720"
37051,"334,728"
37053,"28,100"
37055,"36,915"
37057,"168,930"
37059,"42,712"
37061,"48,715"
37063,"324,833"
37065,"48,900"
37067,"382,590"
37069,"68,573"
37071,"227,943"
37073,"10,478"
37075,"8,030"
37077,"60,992"
37079,"20,451"
37081,"541,299"
37083,"48,622"
37085,"133,568"
37087,"62,089"
37089,"116,281"
37091,"21,552"
37093,"52,082"
37095,"4,589"
37097,"186,693"
37099,"43,109"
37101,"215,999"
37103,"9,172"
37105,"63,285"
37107,"55,122"
37109,"86,810"
37111,"44,578"
37113,"37,014"
37115,"21,193"
37117,"22,031"
37119,"1,115,482"
37121,"14,903"
37123,"25,751"
37125,"99,727"
37127,"94,970"
37129,"225,702"
37131,"17,471"
37133,"204,576"
37135,"148,696"
37137,"12,276"
37139,"40,568"
37141,"60,203"
37143,"13,005"
37145,"39,097"
37147,"170,243"
37149,"19,328"
37151,"144,171"
37153,"42,946"
37155,"116,530"
37157,"91,096"
37159,"146,875"
37161,"64,444"
37163,"59,036"
37165,"34,174"
37167,"62,504"
37169,"44,520"
37171,"71,359"
37173,"14,117"
37175,"32,986"
37177,"3,245"
37179,"238,267"
37181,"42,578"
37183,"1,129,410"
37185,"18,642"
37187,"11,003"
37189,"54,086"
37191,"117,333"
37193,"65,969"
37195,"78,784"
37197,"37,214"
37199,"18,470"
38000,"779,094"
38001,"2,200"
38003,"10,853"
38005,"5,964"
38007,945
38009,"6,379"
38011,"2,993"
38013,"2,201"
38015,"98,458"
38017,"184,525"
38019,"3,704"
38021,"4,999"
38023,"2,195"
38025,"4,095"
38027,"2,347"
38029,"3,301"
38031,"3,397"
38033,"1,736"
38035,"73,170"
38037,"2,301"
38039,"2,306"
38041,"2,489"
38043,"2,394"
38045,"4,093"
38047,"1,876"
38049,"5,345"
38051,"2,530"
38053,"14,704"
38055,"9,771"
38057,"8,350"
38059,"33,291"
38061,"9,809"
38063,"3,015"
38065,"1,877"
38067,"6,844"
38069,"3,990"
38071,"11,605"
38073,"5,703"
38075,"2,282"
38077,"16,529"
38079,"12,187"
38081,"3,862"
38083,"1,265"
38085,"3,898"
38087,706
38089,"33,646"
38091,"1,798"
38093,"21,593"
38095,"2,162"
38097,"7,997"
38099,"10,563"
38101,"69,919"
38103,"3,982"
38105,"40,950"
39000,"11,799,448"
39001,"27,477"
39003,"102,206"
39005,"52,447"
39007,"97,574"
39009,"62,431"
39011,"46,422"
39013,"66,497"
39015,"43,676"
39017,"390,357"
39019,"26,721"
39021,"38,714"
39023,"136,001"
39025,"208,601"
39027,"42,018"
39029,"101,877"
39031,"36,612"
39033,"42,025"
39035,"1,264,817"
39037,"51,881"
39039,"38,286"
39041,"214,124"
39043,"75,622"
39045,"158,921"
39047,"28,951"
39049,"1,323,807"
39051,"42,713"
39053,"29,220"
39055,"95,397"
39057,"167,966"
39059,"38,438"
39061,"830,639"
39063,"74,920"
39065,"30,696"
39067,"14,483"
39069,"27,662"
39071,"43,317"
39073,"28,050"
39075,"44,223"
39077,"58,565"
39079,"32,653"
39081,"65,249"
39083,"62,721"
39085,"232,603"
39087,"58,240"
39089,"178,519"
39091,"46,150"
39093,"312,964"
39095,"431,279"
39097,"43,824"
39099,"228,614"
39101,"65,359"
39103,"182,470"
39105,"22,210"
39107,"42,528"
39109,"108,774"
39111,"13,385"
39113,"537,309"
39115,"13,802"
39117,"34,950"
39119,"86,410"
39121,"14,115"
39123,"40,364"
39125,"18,806"
39127,"35,408"
39129,"58,539"
39131,"27,088"
39133,"161,791"
39135,"40,999"
39137,"34,451"
39139,"124,936"
39141,"77,093"
39143,"58,896"
39145,"74,008"
39147,"55,069"
39149,"48,230"
39151,"374,853"
39153,"540,428"
39155,"201,977"
39157,"93,263"
39159,"62,784"
39161,"28,931"
39163,"12,800"
39165,"242,337"
39167,"59,771"
39169,"116,894"
39171,"37,102"
39173,"132,248"
39175,"21,900"
40000,"3,959,353"
40001,"19,495"
40003,"5,699"
40005,"14,143"
40007,"5,049"
40009,"22,410"
40011,"8,735"
40013,"46,067"
40015,"26,945"
40017,"154,405"
40019,"48,003"
40021,"47,078"
40023,"14,204"
40025,"2,296"
40027,"295,528"
40029,"5,266"
40031,"121,125"
40033,"5,527"
40035,"14,107"
40037,"71,754"
40039,"28,513"
40041,"40,397"
40043,"4,484"
40045,"3,749"
40047,"62,846"
40049,"25,656"
40051,"54,795"
40053,"4,169"
40055,"5,491"
40057,"2,488"
40059,"3,272"
40061,"11,561"
40063,"13,367"
40065,"24,785"
40067,"5,337"
40069,"10,272"
40071,"43,700"
40073,"15,184"
40075,"8,509"
40077,"9,444"
40079,"48,129"
40081,"33,458"
40083,"49,555"
40085,"10,146"
40087,"41,662"
40089,"30,814"
40091,"18,941"
40093,"7,782"
40095,"15,312"
40097,"39,046"
40099,"13,904"
40101,"66,339"
40103,"10,924"
40105,"9,320"
40107,"11,310"
40109,"796,292"
40111,"36,706"
40113,"45,818"
40115,"30,285"
40117,"15,553"
40119,"81,646"
40121,"43,773"
40123,"38,065"
40125,"72,454"
40127,"10,812"
40129,"3,442"
40131,"95,240"
40133,"23,556"
40135,"39,281"
40137,"42,848"
40139,"21,384"
40141,"6,968"
40143,"669,279"
40145,"80,981"
40147,"52,455"
40149,"10,924"
40151,"8,624"
40153,"20,470"
41000,"4,237,256"
41001,"16,668"
41003,"95,184"
41005,"421,401"
41007,"41,072"
41009,"52,589"
41011,"64,929"
41013,"24,738"
41015,"23,446"
41017,"198,253"
41019,"111,201"
41021,"1,995"
41023,"7,233"
41025,"7,495"
41027,"23,977"
41029,"223,259"
41031,"24,502"
41033,"88,090"
41035,"69,413"
41037,"8,160"
41039,"382,971"
41041,"50,395"
41043,"128,610"
41045,"31,571"
41047,"345,920"
41049,"12,186"
41051,"815,428"
41053,"87,433"
41055,"1,870"
41057,"27,390"
41059,"80,075"
41061,"26,196"
41063,"7,391"
41065,"26,670"
41067,"600,372"
41069,"1,451"
41071,"107,722"
42000,"13,002,700"
42001,"103,852"
42003,"1,250,578"
42005,"65,558"
42007,"168,215"
42009,"47,577"
42011,"428,849"
42013,"122,822"
42015,"59,967"
42017,"646,538"
42019,"193,763"
42021,"133,472"
42023,"4,547"
42025,"64,749"
42027,"158,172"
42029,"534,413"
42031,"37,241"
42033,"80,562"
42035,"37,450"
42037,"64,727"
42039,"83,938"
42041,"259,469"
42043,"286,401"
42045,"576,830"
42047,"30,990"
42049,"270,876"
42051,"128,804"
42053,"6,973"
42055,"155,932"
42057,"14,556"
42059,"35,954"
42061,"44,092"
42063,"83,246"
42065,"44,492"
42067,"23,509"
42069,"215,896"
42071,"552,984"
42073,"86,070"
42075,"143,257"
42077,"374,557"
42079,"325,594"
42081,"114,188"
42083,"40,432"
42085,"110,652"
42087,"46,143"
42089,"168,327"
42091,"856,553"
42093,"18,136"
42095,"312,951"
42097,"91,647"
42099,"45,842"
42101,"1,603,797"
42103,"58,535"
42105,"16,396"
42107,"143,049"
42109,"39,736"
42111,"74,129"
42113,"5,840"
42115,"38,434"
42117,"41,045"
42119,"42,681"
42121,"50,454"
42123,"38,587"
42125,"209,349"
42127,"51,155"
42129,"354,663"
42131,"26,069"
42133,"456,438"
44000,"1,097,379"
44001,"50,793"
44003,"170,363"
44005,"85,643"
44007,"660,741"
44009,"129,839"
45000,"5,118,425"
45001,"24,295"
45003,"168,808"
45005,"8,039"
45007,"203,718"
45009,"13,311"
45011,"20,589"
45013,"187,117"
45015,"229,861"
45017,"14,119"
45019,"408,235"
45021,"56,216"
45023,"32,294"
45025,"43,273"
45027,"31,144"
45029,"38,604"
45031,"62,905"
45033,"28,292"
45035,"161,540"
45037,"25,657"
45039,"20,948"
45041,"137,059"
45043,"63,404"
45045,"525,534"
45047,"69,351"
45049,"18,561"
45051,"351,029"
45053,"28,791"
45055,"65,403"
45057,"96,016"
45059,"67,539"
45061,"16,531"
45063,"293,991"
45065,"9,526"
45067,"29,183"
45069,"26,667"
45071,"37,719"
45073,"78,607"
45075,"84,223"
45077,"131,404"
45079,"416,147"
45081,"18,862"
45083,"327,997"
45085,"105,556"
45087,"27,244"
45089,"31,026"
45091,"282,090"
46000,"886,667"
46003,"2,747"
46005,"19,149"
46007,"3,381"
46009,"7,003"
46011,"34,375"
46013,"38,301"
46015,"5,247"
46017,"1,948"
46019,"10,243"
46021,"1,377"
46023,"9,373"
46025,"3,837"
46027,"14,967"
46029,"28,325"
46031,"3,902"
46033,"8,318"
46035,"19,956"
46037,"5,449"
46039,"4,295"
46041,"5,239"
46043,"2,835"
46045,"3,986"
46047,"6,973"
46049,"2,125"
46051,"7,556"
46053,"3,994"
46055,"1,872"
46057,"6,164"
46059,"3,145"
46061,"3,461"
46063,"1,311"
46065,"17,765"
46067,"7,427"
46069,"1,262"
46071,"2,806"
46073,"1,663"
46075,917
46077,"5,187"
46079,"11,059"
46081,"25,768"
46083,"65,161"
46085,"3,718"
46087,"5,682"
46089,"2,411"
46091,"4,306"
46093,"29,852"
46095,"1,918"
46097,"2,298"
46099,"197,214"
46101,"6,336"
46102,"13,672"
46103,"109,222"
46105,"2,835"
46107,"2,472"
46109,"10,280"
46111,"2,330"
46115,"6,361"
46117,"2,980"
46119,"1,446"
46121,"9,319"
46123,"5,624"
46125,"8,673"
46127,"16,811"
46129,"5,315"
46135,"23,310"
46137,"2,413"
47000,"6,910,840"
47001,"77,123"
47003,"50,237"
47005,"15,864"
47007,"14,913"
47009,"135,280"
47011,"108,620"
47013,"39,272"
47015,"14,506"
47017,"28,440"
47019,"56,356"
47021,"41,072"
47023,"17,341"
47025,"32,043"
47027,"7,581"
47029,"35,999"
47031,"57,889"
47033,"13,911"
47035,"61,145"
47037,"715,884"
47039,"11,435"
47041,"20,080"
47043,"54,315"
47045,"36,801"
47047,"41,990"
47049,"18,489"
47051,"42,774"
47053,"50,429"
47055,"30,346"
47057,"23,527"
47059,"70,152"
47061,"13,529"
47063,"64,499"
47065,"366,207"
47067,"6,662"
47069,"25,462"
47071,"26,831"
47073,"56,721"
47075,"17,864"
47077,"27,842"
47079,"32,199"
47081,"24,925"
47083,"8,283"
47085,"18,990"
47087,"11,617"
47089,"54,683"
47091,"17,948"
47093,"478,971"
47095,"7,005"
47097,"25,143"
47099,"44,159"
47101,"12,582"
47103,"35,319"
47105,"54,886"
47107,"53,276"
47109,"25,866"
47111,"25,216"
47113,"98,823"
47115,"28,837"
47117,"34,318"
47119,"100,974"
47121,"12,758"
47123,"46,250"
47125,"220,069"
47127,"6,461"
47129,"21,035"
47131,"30,787"
47133,"22,511"
47135,"8,366"
47137,"5,001"
47139,"17,544"
47141,"79,854"
47143,"32,870"
47145,"53,404"
47147,"72,803"
47149,"341,486"
47151,"21,850"
47153,"15,826"
47155,"98,380"
47157,"929,744"
47159,"19,904"
47161,"13,657"
47163,"158,163"
47165,"196,281"
47167,"60,970"
47169,"11,615"
47171,"17,928"
47173,"19,802"
47175,"6,168"
47177,"40,953"
47179,"133,001"
47181,"16,232"
47183,"32,902"
47185,"27,351"
47187,"247,726"
47189,"147,737"
48000,"29,145,505"
48001,"57,922"
48003,"18,610"
48005,"86,395"
48007,"23,830"
48009,"8,560"
48011,"1,848"
48013,"48,981"
48015,"30,167"
48017,"6,904"
48019,"20,851"
48021,"97,216"
48023,"3,465"
48025,"31,047"
48027,"370,647"
48029,"2,009,324"
48031,"11,374"
48033,631
48035,"18,235"
48037,"92,893"
48039,"372,031"
48041,"233,849"
48043,"9,546"
48045,"1,435"
48047,"7,076"
48049,"38,095"
48051,"17,642"
48053,"49,130"
48055,"45,883"
48057,"20,106"
48059,"13,708"
48061,"421,017"
48063,"12,464"
48065,"5,807"
48067,"28,454"
48069,"7,371"
48071,"46,571"
48073,"50,412"
48075,"6,664"
48077,"10,218"
48079,"2,547"
48081,"3,285"
48083,"7,684"
48085,"1,064,465"
48087,"2,652"
48089,"20,557"
48091,"161,501"
48093,"13,594"
48095,"3,303"
48097,"41,668"
48099,"83,093"
48101,"1,380"
48103,"4,675"
48105,"3,098"
48107,"5,133"
48109,"2,188"
48111,"7,115"
48113,"2,613,539"
48115,"12,456"
48117,"18,583"
48119,"5,230"
48121,"906,422"
48123,"19,824"
48125,"1,770"
48127,"8,615"
48129,"3,258"
48131,"9,831"
48133,"17,725"
48135,"165,171"
48137,"1,422"
48139,"192,455"
48141,"865,657"
48143,"42,545"
48145,"16,968"
48147,"35,662"
48149,"24,435"
48151,"3,672"
48153,"5,402"
48155,"1,095"
48157,"822,779"
48159,"10,359"
48161,"19,435"
48163,"18,385"
48165,"21,598"
48167,"350,682"
48169,"5,816"
48171,"26,725"
48173,"1,116"
48175,"7,012"
48177,"19,653"
48179,"21,227"
48181,"135,543"
48183,"124,239"
48185,"29,268"
48187,"172,706"
48189,"32,522"
48191,"2,825"
48193,"8,222"
48195,"5,285"
48197,"3,549"
48199,"56,231"
48201,"4,731,145"
48203,"68,839"
48205,"5,382"
48207,"5,416"
48209,"241,067"
48211,"3,382"
48213,"82,150"
48215,"870,781"
48217,"35,874"
48219,"21,537"
48221,"61,598"
48223,"36,787"
48225,"22,066"
48227,"34,860"
48229,"3,202"
48231,"99,956"
48233,"20,617"
48235,"1,513"
48237,"8,472"
48239,"14,988"
48241,"32,980"
48243,"1,996"
48245,"256,526"
48247,"4,838"
48249,"38,891"
48251,"179,927"
48253,"19,663"
48255,"14,710"
48257,"145,310"
48259,"44,279"
48261,350
48263,753
48265,"52,598"
48267,"4,286"
48269,265
48271,"3,129"
48273,"31,040"
48275,"3,353"
48277,"50,088"
48279,"13,045"
48281,"21,627"
48283,"6,664"
48285,"20,337"
48287,"17,478"
48289,"15,719"
48291,"91,628"
48293,"22,146"
48295,"3,059"
48297,"11,335"
48299,"21,243"
48301,64
48303,"310,639"
48305,"5,596"
48307,"7,630"
48309,"260,579"
48311,600
48313,"13,455"
48315,"9,725"
48317,"5,237"
48319,"3,953"
48321,"36,255"
48323,"57,887"
48325,"50,748"
48327,"1,962"
48329,"169,983"
48331,"24,754"
48333,"4,456"
48335,"8,990"
48337,"19,965"
48339,"620,443"
48341,"21,358"
48343,"11,973"
48345,"1,063"
48347,"64,653"
48349,"52,624"
48351,"12,217"
48353,"14,738"
48355,"353,178"
48357,"10,015"
48359,"1,758"
48361,"84,808"
48363,"28,409"
48365,"22,491"
48367,"148,222"
48369,"9,869"
48371,"15,193"
48373,"50,123"
48375,"118,525"
48377,"6,131"
48379,"12,164"
48381,"140,753"
48383,"3,385"
48385,"2,758"
48387,"11,587"
48389,"14,748"
48391,"6,741"
48393,827
48395,"16,757"
48397,"107,819"
48399,"9,900"
48401,"52,214"
48403,"9,894"
48405,"7,918"
48407,"27,402"
48409,"68,755"
48411,"5,730"
48413,"2,451"
48415,"16,932"
48417,"3,105"
48419,"24,022"
48421,"2,782"
48423,"233,479"
48425,"9,205"
48427,"65,920"
48429,"9,101"
48431,"1,372"
48433,"1,245"
48435,"3,372"
48437,"6,971"
48439,"2,110,640"
48441,"143,208"
48443,760
48445,"11,831"
48447,"1,440"
48449,"31,247"
48451,"120,003"
48453,"1,290,188"
48455,"13,602"
48457,"19,798"
48459,"40,892"
48461,"3,308"
48463,"24,564"
48465,"47,586"
48467,"59,541"
48469,"91,319"
48471,"76,400"
48473,"56,794"
48475,"11,644"
48477,"35,805"
48479,"267,114"
48481,"41,570"
48483,"4,990"
48485,"129,350"
48487,"12,887"
48489,"20,164"
48491,"609,017"
48493,"49,753"
48495,"7,791"
48497,"68,632"
48499,"44,843"
48501,"7,694"
48503,"17,867"
48505,"13,889"
48507,"9,670"
49000,"3,271,616"
49001,"7,072"
49003,"57,666"
49005,"133,154"
49007,"20,412"
49009,935
49011,"362,679"
49013,"19,596"
49015,"9,825"
49017,"5,083"
49019,"9,669"
49021,"57,289"
49023,"11,786"
49025,"7,667"
49027,"12,975"
49029,"12,295"
49031,"1,438"
49033,"2,510"
49035,"1,185,238"
49037,"14,518"
49039,"28,437"
49041,"21,522"
49043,"42,357"
49045,"72,698"
49047,"35,620"
49049,"659,399"
49051,"34,788"
49053,"180,279"
49055,"2,486"
49057,"262,223"
50000,"643,077"
50001,"37,363"
50003,"37,347"
50005,"30,233"
50007,"168,323"
50009,"5,920"
50011,"49,946"
50013,"7,293"
50015,"25,945"
50017,"29,277"
50019,"27,393"
50021,"60,572"
50023,"59,807"
50025,"45,905"
50027,"57,753"
51000,"8,631,393"
51001,"33,413"
51003,"112,395"
51005,"15,223"
51007,"13,265"
51009,"31,307"
51011,"16,119"
51013,"238,643"
51015,"77,487"
51017,"4,209"
51019,"79,462"
51021,"6,270"
51023,"33,596"
51025,"15,849"
51027,"20,355"
51029,"16,824"
51031,"55,696"
51033,"30,887"
51035,"29,155"
51036,"6,773"
51037,"11,529"
51041,"364,548"
51043,"14,783"
51045,"4,892"
51047,"52,552"
51049,"9,675"
51051,"14,124"
51053,"27,947"
51057,"10,599"
51059,"1,150,309"
51061,"72,972"
51063,"15,476"
51065,"27,249"
51067,"54,477"
51069,"91,419"
51071,"16,787"
51073,"38,711"
51075,"24,727"
51077,"15,333"
51079,"20,552"
51081,"11,391"
51083,"34,022"
51085,"109,979"
51087,"334,389"
51089,"50,948"
51091,"2,232"
51093,"38,606"
51095,"78,254"
51097,"6,608"
51099,"26,723"
51101,"17,810"
51103,"10,919"
51105,"22,173"
51107,"420,959"
51109,"37,596"
51111,"11,936"
51113,"13,837"
51115,"8,533"
51117,"30,319"
51119,"10,625"
51121,"99,721"
51125,"14,775"
51127,"22,945"
51131,"12,282"
51133,"11,839"
51135,"15,642"
51137,"36,254"
51139,"23,709"
51141,"17,608"
51143,"60,501"
51145,"30,333"
51147,"21,849"
51149,"43,010"
51153,"482,204"
51155,"33,800"
51157,"7,348"
51159,"8,923"
51161,"96,929"
51163,"22,650"
51165,"83,757"
51167,"25,781"
51169,"21,576"
51171,"44,186"
51173,"29,800"
51175,"17,996"
51177,"140,032"
51179,"156,927"
51181,"6,561"
51183,"10,829"
51185,"40,429"
51187,"40,727"
51191,"53,935"
51193,"18,477"
51195,"36,130"
51197,"28,290"
51199,"70,045"
51510,"159,467"
51515,
51520,"17,219"
51530,"6,641"
51540,"46,553"
51550,"249,422"
51560,
51570,"18,170"
51580,"5,737"
51590,"42,590"
51595,"5,766"
51600,"24,146"
51610,"14,658"
51620,"8,180"
51630,"27,982"
51640,"6,720"
51650,"137,148"
51660,"51,814"
51670,"23,033"
51678,"7,320"
51680,"79,009"
51683,"42,772"
51685,"17,219"
51690,"13,485"
51700,"186,247"
51710,"238,005"
51720,"3,687"
51730,"33,458"
51735,"12,460"
51740,"97,915"
51750,"16,070"
51760,"226,610"
51770,"100,011"
51775,"25,346"
51790,"25,750"
51800,"94,324"
51810,"459,470"
51820,"22,196"
51830,"15,425"
51840,"28,120"
53000,"7,705,281"
53001,"20,613"
53003,"22,285"
53005,"206,873"
53007,"79,074"
53009,"77,155"
53011,"503,311"
53013,"3,952"
53015,"110,730"
53017,"42,938"
53019,"7,178"
53021,"96,749"
53023,"2,286"
53025,"99,123"
53027,"75,636"
53029,"86,857"
53031,"32,977"
53033,"2,269,675"
53035,"275,611"
53037,"44,337"
53039,"22,735"
53041,"82,149"
53043,"10,876"
53045,"65,726"
53047,"42,104"
53049,"23,365"
53051,"13,401"
53053,"921,130"
53055,"17,788"
53057,"129,523"
53059,"12,036"
53061,"827,957"
53063,"539,339"
53065,"46,445"
53067,"294,793"
53069,"4,422"
53071,"62,584"
53073,"226,847"
53075,"47,973"
53077,"256,728"
54000,"1,793,716"
54001,"15,465"
54003,"122,076"
54005,"21,809"
54007,"12,447"
54009,"22,559"
54011,"94,350"
54013,"6,229"
54015,"8,051"
54017,"7,808"
54019,"40,488"
54021,"7,408"
54023,"10,976"
54025,"32,977"
54027,"23,093"
54029,"29,095"
54031,"14,299"
54033,"65,921"
54035,"27,791"
54037,"57,701"
54039,"180,745"
54041,"17,033"
54043,"20,463"
54045,"32,567"
54047,"19,111"
54049,"56,205"
54051,"30,591"
54053,"25,453"
54055,"59,664"
54057,"26,938"
54059,"23,568"
54061,"105,822"
54063,"12,376"
54065,"17,063"
54067,"24,604"
54069,"42,425"
54071,"6,143"
54073,"7,653"
54075,"7,869"
54077,"34,216"
54079,"57,440"
54081,"74,591"
54083,"27,932"
54085,"8,444"
54087,"14,028"
54089,"11,959"
54091,"16,705"
54093,"6,762"
54095,"8,313"
54097,"23,816"
54099,"38,982"
54101,"8,378"
54103,"14,442"
54105,"5,194"
54107,"84,296"
54109,"21,382"
