State,County,2024R,2024D,2024O,2024TOT,2024RPCT,2024DPCT,2024OPCT,2020R,2020D,2020O,2020TOT,2020RPCT,2020DPCT,2020OPCT,2020POP,2010POP,Urban20,Rural20,White20,Hispanic20,Black20,Asian20,Native20,Pacific20
California,Yolo,27844,61405,3372,92621,30.06%,66.30%,3.64%,27292,67598,2404,97294,69.48%,28.05%,2.47%,216922,200849,91.95%,8.05%,94068,71948,9476,37406,8305,2320
California,Yuba,18491,10725,856,30072,61.49%,35.66%,2.85%,17676,11230,890,29796,37.69%,59.32%,2.99%,81993,72155,70.49%,29.51%,41984,23623,4863,7555,5397,894
Colorado,Adams,103024,124056,6411,233491,44.12%,53.13%,2.75%,95657,134202,6881,236740,56.69%,40.41%,2.90%,519572,441603,95.96%,4.04%,239295,216649,24326,29865,22719,2006
Colorado,Alamosa,4057,3244,228,7529,53.88%,43.09%,3.03%,3813,3759,236,7808,48.14%,48.83%,3.03%,16376,15445,66.96%,33.04%,7490,7701,365,306,1204,57
Colorado,Arapahoe,125311,190725,9595,325631,38.48%,58.57%,2.95%,127323,213607,9253,350183,61.00%,36.36%,2.64%,655070,572003,97.94%,2.06%,368047,135729,86580,54747,20717,3635
Colorado,Archuleta,5218,3904,235,9357,55.77%,41.72%,2.51%,5189,3738,217,9144,40.88%,56.75%,2.37%,13359,12084,42.16%,57.84%,10175,2159,151,233,700,52
Colorado,Baca,1686,275,43,2004,84.13%,13.72%,2.15%,1867,317,41,2225,14.25%,83.91%,1.84%,3506,3788,0.00%,100.00%,2916,346,57,32,189,8
Colorado,Bent,1496,645,48,2189,68.34%,29.47%,2.19%,1503,732,39,2274,32.19%,66.09%,1.72%,5650,6499,0.00%,100.00%,3315,1760,315,94,333,7
Colorado,Boulder,40758,150149,5397,196304,20.76%,76.49%,2.75%,42501,159089,4521,206111,77.19%,20.62%,2.19%,330758,294567,90.60%,9.40%,245203,48168,6291,22256,7960,762
Colorado,Broomfield,16071,29426,1351,46848,34.30%,62.81%,2.88%,16295,29077,1260,46632,62.35%,34.94%,2.71%,74112,55889,99.60%,0.40%,53904,9919,1746,6658,1844,256
Colorado,Chaffee,6034,7992,397,14423,41.84%,55.41%,2.75%,6222,7160,336,13718,52.19%,45.36%,2.45%,19476,17809,56.43%,43.57%,16195,1841,420,295,614,53
Colorado,Cheyenne,930,108,17,1055,88.15%,10.24%,1.61%,993,131,12,1136,11.53%,87.41%,1.06%,1748,1836,0.00%,100.00%,1470,206,32,18,57,9
Colorado,Clear Creek,2452,3464,186,6102,40.18%,56.77%,3.05%,2754,3604,190,6548,55.04%,42.06%,2.90%,9397,9088,0.00%,100.00%,8149,648,117,176,298,27
Colorado,Conejos,2358,1627,120,4105,57.44%,39.63%,2.92%,2286,1959,88,4333,45.21%,52.76%,2.03%,7461,8256,0.00%,100.00%,3465,3779,66,41,356,18
Colorado,Costilla,850,1155,75,2080,40.87%,55.53%,3.61%,741,1311,42,2094,62.61%,35.39%,2.00%,3499,3524,0.00%,100.00%,1234,1988,85,96,192,19
Colorado,Crowley,1231,422,53,1706,72.16%,24.74%,3.11%,1271,437,42,1750,24.97%,72.63%,2.40%,5922,5823,0.00%,100.00%,3438,1608,554,108,303,11
Colorado,Custer,2583,1188,96,3867,66.80%,30.72%,2.48%,2474,1112,49,3635,30.59%,68.06%,1.35%,4704,4255,0.00%,100.00%,4212,178,49,41,166,16
Colorado,Delta,12948,6030,500,19478,66.47%,30.96%,2.57%,13081,5887,402,19370,30.39%,67.53%,2.08%,31196,30952,26.25%,73.75%,24907,4329,313,405,1079,422
Colorado,Denver,74765,278634,10120,363519,20.57%,76.65%,2.78%,71618,313293,8918,393829,79.55%,18.19%,2.26%,715522,600158,99.99%,0.01%,388764,199460,77422,39404,25381,2939
Colorado,Dolores,1076,325,18,1419,75.83%,22.90%,1.27%,1089,341,19,1449,23.53%,75.16%,1.31%,2326,2064,0.00%,100.00%,1950,176,42,19,139,22
Colorado,Douglas,127451,110408,6033,243892,52.26%,45.27%,2.47%,121270,104653,5682,231605,45.19%,52.36%,2.45%,357978,285465,90.99%,9.01%,278770,34110,9103,27284,8187,1306
Colorado,Eagle,10148,16943,714,27805,36.50%,60.94%,2.57%,9892,18588,660,29140,63.79%,33.95%,2.26%,55731,52197,81.49%,18.51%,36202,16858,583,1147,1201,137
Colorado,Elbert,15209,4768,445,20422,74.47%,23.35%,2.18%,14027,4490,466,18983,23.65%,73.89%,2.46%,26062,23086,0.00%,100.00%,22185,2067,316,480,832,74
Colorado,El Paso,203933,166597,10456,380986,53.53%,43.73%,2.74%,202828,161941,14082,378851,42.75%,53.54%,3.71%,730395,622263,89.75%,10.25%,480484,129984,63223,39264,27928,6739
Colorado,Fremont,17313,7526,631,25470,67.97%,29.55%,2.48%,17517,7369,671,25557,28.83%,68.54%,2.63%,48939,46824,50.55%,49.45%,37713,6049,2132,531,2133,112
Colorado,Garfield,14493,15128,755,30376,47.71%,49.80%,2.49%,14717,15427,760,30904,49.92%,47.62%,2.46%,61685,56389,67.88%,32.12%,38636,19564,771,813,2362,129
Colorado,Gilpin,1729,2254,147,4130,41.86%,54.58%,3.56%,1833,2223,130,4186,53.11%,43.79%,3.10%,5808,5441,0.00%,100.00%,4952,380,77,170,231,42
Colorado,Grand,4822,4743,319,9884,48.79%,47.99%,3.23%,4883,4710,277,9870,47.72%,49.47%,2.81%,15717,14843,31.68%,68.32%,13435,1533,119,205,321,57
Colorado,Gunnison,3689,6887,366,10942,33.71%,62.94%,3.34%,3735,7132,323,11190,63.74%,33.38%,2.88%,16918,15324,42.72%,57.28%,14254,1604,168,262,560,53
Colorado,Hinsdale,332,257,18,607,54.70%,42.34%,2.97%,353,255,24,632,40.35%,55.85%,3.80%,788,843,0.00%,100.00%,693,30,29,31,29,18
Colorado,Huerfano,2346,1965,131,4442,52.81%,44.24%,2.95%,2203,2076,127,4406,47.12%,50.00%,2.88%,6820,6711,0.00%,100.00%,4231,2130,112,83,438,23
Colorado,Jackson,634,173,27,834,76.02%,20.74%,3.24%,681,175,20,876,19.98%,77.74%,2.28%,1379,1394,0.00%,100.00%,1161,138,17,0,60,11
Colorado,Jefferson,140505,210875,10336,361716,38.84%,58.30%,2.86%,148417,218396,10545,377358,57.88%,39.33%,2.79%,582910,534543,92.85%,7.15%,435245,91514,13031,26312,19563,1598
Colorado,Kiowa,744,102,17,863,86.21%,11.82%,1.97%,795,98,10,903,10.85%,88.04%,1.11%,1446,1398,0.00%,100.00%,1247,104,34,27,63,14
Colorado,Kit Carson,3083,556,59,3698,83.37%,15.04%,1.60%,3144,662,65,3871,17.10%,81.22%,1.68%,7087,8270,0.00%,100.00%,5306,1409,64,67,223,22
Colorado,La Plata,14024,20677,991,35692,39.29%,57.93%,2.78%,14233,20548,886,35667,57.61%,39.91%,2.48%,55638,51334,61.03%,38.97%,42392,7008,582,841,5076,127
Colorado,Lake,1557,2199,157,3913,39.79%,56.20%,4.01%,1497,2303,161,3961,58.14%,37.79%,4.07%,7436,7310,34.35%,65.65%,4293,2662,87,123,406,29
Colorado,Larimer,89680,129376,6598,225654,39.74%,57.33%,2.92%,91489,126120,6729,224338,56.22%,40.78%,3.00%,359066,299630,89.76%,10.24%,282581,44662,7331,13224,10755,1051
Colorado,Las Animas,4328,3276,189,7793,55.54%,42.04%,2.43%,4284,3497,180,7961,43.93%,53.81%,2.26%,14555,15507,57.18%,42.82%,7965,5632,311,194,827,59
Colorado,Lincoln,2090,432,49,2571,81.29%,16.80%,1.91%,2135,470,46,2651,17.73%,80.54%,1.73%,5675,5467,0.00%,100.00%,4252,809,308,94,235,52
Colorado,Logan,7855,2098,213,10166,77.27%,20.64%,2.10%,8087,2218,227,10532,21.06%,76.79%,2.15%,21528,22709,57.03%,42.97%,16337,3511,894,236,582,51
Colorado,Mesa,55839,33573,2208,91620,60.95%,36.64%,2.41%,56894,31536,2193,90623,34.80%,62.78%,2.42%,155703,146723,87.33%,12.67%,120749,23278,2331,3046,6025,569
Colorado,Mineral,417,317,19,753,55.38%,42.10%,2.52%,427,317,12,756,41.93%,56.48%,1.59%,865,712,0.00%,100.00%,775,47,16,14,33,12
Colorado,Moffat,5358,1167,146,6671,80.32%,17.49%,2.19%,5670,1203,153,7026,17.12%,80.70%,2.18%,13292,13795,72.60%,27.40%,10313,2124,184,134,498,29
Colorado,Montezuma,8972,5793,374,15139,59.26%,38.27%,2.47%,9306,5836,358,15500,37.65%,60.04%,2.31%,25849,25535,33.38%,66.62%,18035,3109,280,304,4218,93
Colorado,Montrose,16704,8354,568,25626,65.18%,32.60%,2.22%,16770,7687,465,24922,30.84%,67.29%,1.87%,42679,41276,57.44%,42.56%,31126,9027,419,570,1643,116
Colorado,Morgan,9830,3291,344,13465,73.00%,24.44%,2.55%,9593,3876,275,13744,28.20%,68.80%,2.00%,29111,28159,65.41%,34.59%,16546,10566,1139,284,1001,40
Colorado,Otero,5520,3164,242,8926,61.84%,35.45%,2.71%,5756,3605,215,9576,37.65%,60.11%,2.24%,18690,18831,41.69%,58.31%,10013,7702,308,210,940,56
Colorado,Ouray,1573,2442,83,4098,38.38%,59.59%,2.03%,1577,2365,78,4020,58.83%,39.23%,1.94%,4874,4436,0.00%,100.00%,4308,292,36,62,107,18
Colorado,Park,6828,4841,380,12049,56.67%,40.18%,3.15%,6991,4903,397,12291,39.89%,56.88%,3.23%,17390,16206,0.00%,100.00%,14902,1235,194,244,644,39
Colorado,Phillips,1888,412,55,2355,80.17%,17.49%,2.34%,1958,486,41,2485,19.56%,78.79%,1.65%,4530,4442,0.00%,100.00%,3246,1155,54,54,131,18
Colorado,Pitkin,2992,7932,245,11169,26.79%,71.02%,2.19%,2780,8989,188,11957,75.18%,23.25%,1.57%,17358,17148,67.04%,32.96%,14433,1892,212,454,252,29
Colorado,Prowers,3833,1227,85,5145,74.50%,23.85%,1.65%,4008,1458,95,5561,26.22%,72.07%,1.71%,11999,12551,62.52%,37.48%,6686,4680,171,63,648,16
Colorado,Pueblo,43688,39328,2104,85120,51.33%,46.20%,2.47%,42252,43772,2277,88301,49.57%,47.85%,2.58%,168162,159063,86.85%,13.15%,85527,69921,5920,2916,9479,513
Colorado,Rio Blanco,2988,637,67,3692,80.93%,17.25%,1.81%,3061,561,69,3691,15.20%,82.93%,1.87%,6529,6666,0.00%,100.00%,5509,622,57,70,246,22
Colorado,Rio Grande,3743,2306,145,6194,60.43%,37.23%,2.34%,3660,2495,150,6305,39.57%,58.05%,2.38%,11539,11982,0.00%,100.00%,6261,4609,153,100,602,39
